date_generated,id,congress,chamber,rollnumber,date,keyvote,yea,nay,description,Issue1,Issue2,Peltzman1,Peltzman2,Clausen1,slope,intercept,mid.dim1,mid.dim2,spread.dim1,spread.dim2,pre,classified,log_likelihood
2017-01-22 01:59:02,RH0690107,69,House,107,1927-03-03,,202,152,"TO SUSPEND RULES AND PASS S. 5314, A BILL AMENDING ACT OF FEBRUARY 28, 1925, RECLASSIFYING THE SALARIES OF POSTMASTERS.",,,Budget Special Interest,,Government Management,1.3851895551341642,0.37121017795506006,-0.634,-0.507,-0.268,1.119,0.722,0.881,-102.489493
2017-01-22 01:59:02,RH0690108,69,House,108,1927-03-03,,304,24,"TO ORDER A SECOND TO THE MOTION TO SUSPEND THE RULES AND ADOPT H. J. RES. 373, AUTHORIZING CERTAIN MEMBERS OF THE COMMITTEE ON WAYS AND MEANS TO HOLD HEARINGS AFTER MARCH 4, 1927, AND UNTIL THE MEETING OF THE FIRST SESSION OF THE 70TH CONGRESS, IN THE PRPARATION OF A BILL OR BILLS FOR THE REVISION OF THE REVENUE ACT OF 1926 AND THE INTERNAL REVENUE LAWS, AND OF THE LAWS RELATING TO THE ADMINISTRATION OF THE CUSTOMS.",Tax rates,,Internal Organization,,Miscellaneous Policy,1.6274433399994093,1.3528217415598618,-0.234,0.972,-0.13,0.462,-0.087,0.924,-72.811085
2017-01-22 01:59:02,RH0690109,69,House,109,1927-03-03,,301,26,"TO SUSPEND THE RULES AND PASS H. J. RES. 373, AUTHORIZING CERTAIN MEMBERS OF THE COMM. ON WAYS AND MEANS TO HOLD HEARINGS IN THE PREPARATION OF BILLS FOR THE REVISION OF THE REVENUE ACT OF 1926 AND THE INTERNAL REVENUE LAWS, AND THE LAWS RELATING TO THE DMINISTRATION OF THE CUSTOMS.",Tax rates,,Internal Organization,,Miscellaneous Policy,0.8099062217941555,1.121254339039624,-0.167,0.986,-0.085,0.607,0.0,0.923,-66.59101
2017-01-22 01:59:02,RH0690110,69,House,110,1927-03-03,,260,25,"TO DISPENSE WITH FURTHER PROCEEDINGS UNDER THE CALL OF THE HOUSE, IN ORDER TO CONSIDER H. RES. 454, PROVIDING THAT UPON ADOPTION OF THIS RESOLUTION IT SHALL BE IN ORDER TO MOVE THAT THE HOUSE RESOLVE ITSELF INTO COMMITTEE OF THE WHOLE HOUSE FOR CONSIDERAION OF S",Immigration/Naturalization,,Domestic Social Policy,,Social Welfare,2.3024216777306687,1.4826343444295986,-0.551,0.214,-0.25,0.628,-0.333,0.887,-60.708411
2017-01-22 01:59:02,RH0690111,69,House,111,1927-03-03,,212,104,TO ORDER THE PREVIOUS QUESTION ON H. RES. 454.,Immigration/Naturalization,,Domestic Social Policy,,Social Welfare,2.0871552613918847,0.6989216807294965,-0.481,-0.305,-0.332,0.92,0.827,0.943,-64.746553
2017-01-22 01:59:02,RH0690112,69,House,112,1927-03-03,,201,117,TO PASS H. RES. 454.,Immigration/Naturalization,,Domestic Social Policy,,Social Welfare,1.838563103518895,0.5874652796952133,-0.567,-0.455,-0.295,0.928,0.769,0.915,-79.0612
2017-01-22 01:59:02,RH0690113,69,House,113,1927-03-03,,220,104,"TO RESOLVE THE HOUSE INTO COMMITTEE OF THE WHOLE FOR CONSIDERATION OF S. J. RES. 152 (3/4/27), AMENDING SUB- DIVISION (B) AND (C) OF SECTION 11 OF THE IMMIGRATION ACT OF 1924 AS AMENDED.",Immigration/Naturalization,,Domestic Social Policy,,Social Welfare,2.0224703707417917,0.7057070631564736,-0.521,-0.348,-0.278,0.795,0.788,0.932,-79.144347
2017-01-22 01:59:02,RH0690114,69,House,114,1927-03-03,,242,120,"TO PASS S. J. RES. 152 (3/4/27), AMENDING SUBDIVISIONS (B) AND (C) OF SECTION 11 OF THE IMMIGRATION ACT OF 1924 AS AMENDED.",Immigration/Naturalization,,Domestic Social Policy,,Social Welfare,2.0046142216996774,0.672630106368816,-0.57,-0.47,-0.27,0.779,0.75,0.917,-98.707009
2017-01-22 01:59:02,RS0690001,69,Senate,1,1925-03-05,,39,53,"TO AMEND S. RES. 7, PROVIDING THAT SEN. MOSES OF NEW HAMP- SHIRE BE ELECTED PRESIDENT OF THE SENATE PRO-TEMPORE, BY SUBSTITUTING THE NAME OF SENATOR PITTMAN OF NEVADA FOR THAT OF SENATOR MOSES.  (P. 11-1)",Election of House Officers,,Internal Organization,,Miscellaneous Policy,-15.8087342288558,1.6924472201990126,0.097,0.159,0.738,0.27,0.974,0.989,-2.091617
2017-01-22 01:59:02,RS0690002,69,Senate,2,1925-03-07,,38,39,TO SUSTAIN THE DECISION OF THE CHAIR HOLDING THAT A MOTION TO CONSIDER IN OPEN SESSION THE NOMINATION OF CHARLES B. WARREN TO BE ATTORNEY GENERAL INVOLVES A SUSPENSION OF THE RULES AND REQUIRED A 2/3 MAJORITY TO SUSTAIN IT.,Judiciary,,Government Organization,,Government Management,4.21868660913512,-0.5027908203242113,0.342,0.94,-0.248,0.34,0.789,0.896,-19.336629
2017-01-22 01:59:02,RS0690003,69,Senate,3,1925-03-07,,46,39,TO CONSIDER IN OPEN SESSION THE NOMINATION OF CHARLES B. WARREN TO BE ATTORNEY GENERAL.,Judiciary,,Government Organization,,Government Management,6.4384398493039035,-1.3506461465028856,0.355,0.935,0.295,-0.265,0.872,0.941,-16.793512
2017-01-22 01:59:02,RS0690004,69,Senate,4,1925-03-09,,70,11,TO PROVIDE THAT SO MUCH OF THE RULE AS PROVIDES FOR THE ELECTION OF COMMITTEES OF THE SENATE BY BALLOT BE SUSPENDED AND THAT THOSE WHOSE NAMES ARE SUBMITTED SHALL CONSTITUTE THE VARIOUS STANDING COMMITTEES.  (JP. 302-2 303-1),,,Internal Organization,,Miscellaneous Policy,0.5220524330606602,0.6694724798140446,0.296,0.824,-0.127,1.407,0.545,0.938,-9.879991
2017-01-22 01:59:02,RS0690005,69,Senate,5,1925-03-10,,44,43,TO ADVISE AND CONSENT TO THE NOMINATION OF CHARLES B. WARREN TO BE ATTORNEY GENERAL OF THE UNITED STATES.  (THIS VOTE WAS TAKEN IN OPEN EXECUTIVE SESSION.),Judiciary,,Government Organization,,Government Management,7.857079138133577,-1.4109808205782068,0.301,0.954,-0.288,0.212,0.907,0.954,-15.896876
2017-01-22 01:59:02,RS0690006,69,Senate,6,1925-03-10,,43,40,"TO TABLE A MOTION TO RECONSIDER THE VOTE, CONSENTING TO THE NOMINATION OF CHARLES B. WARREN TO BE ATTORNEY GENERAL OF THE UNITED STATES.  (THIS VOTE WAS TAKEN IN OPEN EXECUTIVE SESSION.)",Judiciary,,Government Organization,,Government Management,6.420252166113779,-1.1127466507310493,0.185,0.075,0.706,-0.636,0.95,0.976,-4.4829
2017-01-22 01:59:02,RS0690007,69,Senate,7,1925-03-13,,77,2,"TO CONSIDER S. RES. 5, PROVIDING FOR ADHESION ON THE PART OF THE UNITED STATES TO THE PROTOCOL OF DECEMBER 16, 1920, AND THE ADJOINED STATUTE FOR THE PERMANENT COURT OF INTERNATIONAL JUSTICE, WITH RESERVATION.",,,Foreign Policy Budget,,Foreign and Defense Policy,-1.7968724674048742,1.787997568708679,0.96,0.063,0.384,1.236,0.0,0.975,-7.611901
2017-01-22 01:59:02,RS0690008,69,Senate,8,1925-03-13,,13,67,"TO AMEND THE RESOLUTION OF RATIFICATION OF THE TREATY BETWEEN THE UNITED STATES AND CUBA SIGNED MARCH 2, 1904, FOR THE ADJUSTMENT OF TITLE TO THE OWNERSHIP OF THE ISLE OF PINES, BY PROVIDING THAT CUBA SHALL MAKE NO LAW APPLICABLE TO THE ISLE OF PINES ABRDGING THE RIGHTS GUARANTEED IN THE FIRST TEN AMENDMENTS TO THE U.S",Treaties,,Foreign Policy Resolutions,,Foreign and Defense Policy,0.7292910583556561,0.7055712718886462,-0.238,0.532,0.072,-0.571,0.0,0.838,-25.338629
2017-01-22 01:59:02,RS0690009,69,Senate,9,1925-03-13,,75,20,TO AGREE TO THE RESOLUTION OF RATIFICATION OF A TREATY BE- TWEEN THE U.S. AND CUBA FOR THE ADJUSTMENT OF TITLE TO THE ISLE OF PINES.  (THIS VOTE WAS TAKEN IN OPEN EXECUTIVE SESSION.),Treaties,,Foreign Policy Resolutions,,Foreign and Defense Policy,0.8400111393381567,0.6774410136797723,-0.091,0.601,-0.061,0.42,0.05,0.8,-34.845825
2017-01-22 01:59:02,RS0690010,69,Senate,10,1925-03-13,,32,50,"TO DECIDE WHETHER THE SENATOR FROM KENTUCKY (SEN. ERNST) BE ALLOWED TO PROCEED IN ORDER, MADE DURING CONSIDERATION OF REPORT OF COUZENS COMMITTEE, RELATING TO THEIR INVESTIGATION OF THE INTERNAL REVENUE BUREAU.",Tax rates,,Internal Organization,,Miscellaneous Policy,11.30042728178998,-2.9810209207465643,0.283,0.217,-0.254,0.13,0.875,0.951,-16.165262
2017-01-22 01:59:02,RS0690011,69,Senate,11,1925-03-16,,43,51,TO ADVISE AND CONSENT TO THE NOMINATION OF CHARLES B. WARREN AS ATTORNEY GENERAL OF THE UNITED STATES.  (THIS VOTE WAS TAKEN IN OPEN EXECUTIVE SESSION.),Judiciary,,Government Organization,,Government Management,6.2130779203208215,-1.0416494022951812,0.172,0.027,-0.709,0.66,0.953,0.979,-5.224225
2017-01-22 01:59:02,RS0690012,69,Senate,12,1926-01-05,,37,34,TO SUSTAIN THE DECISION OF THE CHAIR HOLDING THAT A MOTION TO CONSIDER IN OPEN SESSION THE NOMINATION OF W. MC CAMANT TO BE U.S. JUDGE INVOLVED SUSPENSION AND REQUIRED A 2/3 MA- JORITY TO SUSTAIN IT.,Judiciary,,Government Organization,,Government Management,3.6535950314755974,-0.3372615256072763,0.337,0.894,-0.259,0.41,0.824,0.915,-16.676071
2017-01-22 01:59:02,RS0690013,69,Senate,13,1926-01-05,,40,34,TO CONSIDER THE NOMINATION OF WALLACE MCCAMANT TO BE THE NINTH CIRCUIT.,Judiciary,,Government Organization,,Government Management,3.6902028126612367,-0.7353361953810256,0.425,0.833,0.208,-0.326,0.765,0.892,-23.71794
2017-01-22 01:59:02,RS0690014,69,Senate,14,1926-01-06,,17,56,"TO PASS S. RES. 91, PROVIDING TO INVESTIGATE WHETHER MONEY HAS BEEN EXPANDED BY FOREIGN GOVERNMENTS TO INFLUENCE FOR- EIGN POLICY OF THE U.S..  (P. 1558-1,2)",,,Foreign Policy Budget,,Foreign and Defense Policy,0.363842819112236,0.4781603468123275,0.104,0.516,0.077,-1.224,0.706,0.932,-15.812086
2017-01-22 01:59:02,RS0690015,69,Senate,15,1926-01-12,,44,42,"TO AMEND S. RES. 104, DECLARING GERALD P. NYE NOT ENTITLED TO A SEAT IN THE UNITED STATES SENATE FROM NORTH DAKOTA, PROVIDING THAT GERALD P. NYE SHOULD BE SEATED AS A SENATOR FROM NORTH DAKOTA.  (P. 1892-2)",Disputed Elections to Congress,,Internal Organization,,Miscellaneous Policy,1.8171707522457023,-0.21623083935263976,0.491,0.676,0.186,-0.592,0.69,0.849,-28.349929
2017-01-22 01:59:02,RS0690016,69,Senate,16,1926-01-25,,69,26,"TO RECESS, MADE DURING CONSIDERATION OF S. RES. 5, PROVIDING FOR ADHESION ON THE PART OF THE UNITED STATES TO THE PROTOCOL OF DECEMBER 16, 1920, AND ADJOINED STATUTE FOR THE PERMANENT COURT OF INTERNATIONAL JUSTICE, WITH RESERVATION. (THIS VOTE WAS TAKENIN OPEN EXECUTIVE SESSION.)",Judiciary,,Foreign Policy Budget,,Foreign and Defense Policy,-0.15140532079736752,0.6144859467920263,-0.01,0.616,0.01,0.382,0.346,0.821,-42.643187
2017-01-22 01:59:02,RS0690017,69,Senate,17,1926-01-25,,9,72,"TO ADJOURN, MADE DURING CONSIDERATION OF S. RES. 5.  (THIS VOTE WAS TAKEN IN OPEN EXECUTIVE SESSION.)",Judiciary,,Foreign Policy Budget,,Foreign and Defense Policy,0.5582948043892517,0.8194052346516862,-0.513,0.533,0.089,-0.922,0.111,0.901,-19.262897
2017-01-22 01:59:02,RS0690018,69,Senate,18,1926-01-25,,69,13,"TO TABLE APPEAL FROM THE DECISION OF THE CHAIR RULING THAT ""NO DILATORY MOTION, OR DILATORY AMENDMENT, OR AMENDMENTS NOT GERMANE, SHALL BE IN ORDER,"" MADE DURING CONSIDERATION OF S. RES. 5.  (THIS VOTE WAS TAKEN IN OPEN EXECUTIVE SESSION.)",Judiciary,,Foreign Policy Budget,,Foreign and Defense Policy,1.1314066512373209,0.7872382106961044,-0.603,0.105,-0.134,0.685,0.077,0.854,-28.918289
2017-01-22 01:59:02,RS0690019,69,Senate,19,1926-01-26,,92,1,"TO AGREE TO RESERVATION NO. 1 TO S. RES. 5, WHICH PROVIDES THAT SUCH ADHERENCE SHALL NOT BE TAKEN TO INVOLVE ANY LEGAL RELATION ON THE PART OF THE UNITED STATES TO THE LEAGUE OF NATIONS OR THE ASSUMPTION OF ANY OBLIGATIONS BY THE UNITED STATES UNDER THE REATY OF VERSAITLES",Treaties,Judiciary,Foreign Policy Budget,,Foreign and Defense Policy,,,0.0,0.0,0.0,0.0,,,0.0
2017-01-22 01:59:02,RS0690020,69,Senate,20,1926-01-26,,85,8,"TO AGREE TO RESERVATION NO. 2 TO S. RES. 5, PROVIDING THAT THE UNITED STATES SHALL BE PERMITTED TO PARTICIPATE THROUGH REPRESENTATIONS DESIGNATED FOR THE PURPOSE AND UPON AN EQUALITY WITH THE OTHER MEMBER STATES, RESPECTIVELY, OF THE COUNCIL AND ASSEMBLYOF THE LEAGUE OF NATIONS IN ANY AND ALL PROCEEDINGS OF EITHER THE COUNCIL OR THE ASSENBLY FOR THE ELECTION OF JUDGES OR DEPUTY JUDGES OF THE PERMANENT COURT OF INTERNATIONAL JUSTICE OR FOR THE FILLING OF VACANCIES",Judiciary,,Foreign Policy Budget,,Foreign and Defense Policy,3.4382830387444656,1.9774099585620273,-0.763,-0.646,-0.28,0.471,0.125,0.925,-20.413093
2017-01-22 01:59:02,RS0690021,69,Senate,21,1926-01-26,,91,3,"TO AGREE TO RESERVATION NO. 3 TO S. RES. 5, PROVIDING THAT THE UNITED STATES WILL PAY A FAIR SHARE OF THE EXPENSES OF THE COURT AS DETERMINED AND APPROPRIATED FROM TIME TO TIME BY THE CONGRESS OF THE UNITED STATES.  (THIS VOTE WAS TAKEN IN OPEN EXECUTIVESESSION.)",Judiciary,,Foreign Policy Budget,,Foreign and Defense Policy,-4.957442789536662,-3.440785136138138,-0.522,-0.853,-0.204,-0.238,0.333,0.979,-9.449681
2017-01-22 01:59:02,RS0690022,69,Senate,22,1926-01-26,,93,1,"TO AGREE TO RESERVATION NO. 4 TO S. RES. 5, PROVIDING THAT THE UNITED STATES MAY AT ANYTIME WITHDRAW ITS ADHERENCE TO THE SAID PROTOCOL AND THAT THE STATURE FOR THE PERMANENT COURT OF INTER, JUSTICE ADJOURNED TO THE PROTOCOL SHALL NOT BE AMENDED WITHOUT HE CONSENT OF THE U.S",Judiciary,,Foreign Policy Budget,,Foreign and Defense Policy,,,0.0,0.0,0.0,0.0,,,0.0
2017-01-22 01:59:02,RS0690023,69,Senate,23,1926-01-26,,93,1,"TO AGREE TO THE FIRST PARAGRAPH OF RESERVATION NO. 5, TO S. RES. 5, PROVIDING THAT THE COURT SHALL NOT RENDER ANY ADVISORY OPINION EXCEPT AFTER DUE NOTICE TO ALL STATES ADHERING TO THE COURT AND TO ALL INTERESTED STATES AND AFTER PUBLIC HEARING OR OPPORTNITY FOR HEARING GIVEN TO ANY STATES CONCERNED NOR SHALL IT, WITHOUT THE CONSENT OF THE UNITED STATES, ENTERTAIN ANY REQUEST FOR AN ADVISORY OPINION TOUCHING ANY DISPUTE OR QUESTION IN WHICH THE UNITED STATES HAS OR CLAIMS AN INTEREST",Judiciary,,Foreign Policy Budget,,Foreign and Defense Policy,,,0.0,0.0,0.0,0.0,,,0.0
2017-01-22 01:59:02,RS0690024,69,Senate,24,1926-01-26,,6,84,"TO AMEND S. RES. 5, BY PROVIDING THAT THE MONROE DOCTRINE BE DECLARED AS A PRINCIPLE OF INTERNATIONAL LAW BINDING UPON THE COURT.  (THIS VOTE WAS TAKEN IN OPEN EXECUTIVE SESSION.)",Judiciary,,Foreign Policy Resolutions,,Foreign and Defense Policy,15.097666677225291,10.127027007570533,-0.717,-0.698,0.201,-0.077,0.167,0.944,-19.865719
2017-01-22 01:59:02,RS0690025,69,Senate,25,1926-01-27,,22,70,"TO AGREE TO A RESERVATION TO S. RES. 5, PROVIDING A CONDI- TION FOR ADHERENCE OF U.S. TO THE STATURES OF THE WORLD COURT.  (THIS VOTE WAS TAKEN IN OPEN EXECUTIVE SESSION.)",Judiciary,,Foreign Policy Budget,,Foreign and Defense Policy,0.8588673130926976,0.6635367629522875,-0.974,-0.173,0.267,-1.798,0.227,0.815,-37.773222
2017-01-22 01:59:02,RS0690026,69,Senate,26,1926-01-27,,20,74,"TO AGREE TO RESERVATION TO S. RES. 5, PROVIDING THAT ADHERENCE OF THE UNITED STATES TO THE STATURES OF THE WORLD COURT IS CONDITIONAL UPON THE UNDERSTANDING THAT IN THE ELECTION OF THE JUDGES IN EACH ELECTORAL BODY, EACH SIGNATORY STATE SHALL HAVE ONE VOE, BUT NOT MORE THAN ONE VOTE SHALL BE CAST IN EITHER THE ASSEMBLY OR THE COUNCIL BY THE BRITISH EMPIRE AND THE STATES INCLUDED THEREIN",Judiciary,,Foreign Policy Budget,,Foreign and Defense Policy,-1.9278944181531465,1.252406596396076,0.771,-0.234,-0.188,-0.564,0.3,0.851,-35.630344
2017-01-22 01:59:02,RS0690027,69,Senate,27,1926-01-27,,16,74,"TO AGREE TO RESERVATION TO S. RES. 5, PROVIDING THAT NO QUESTION SHALL BE SUBMITTED TO THE COURT WHICH INVOLVES IN ANY MANNER ANY LOAN MADE BY THE GOVERNMENT OF THE UNITED STATES OR BY AMERICAN CITIZENS OR CORPORATIONS TO ANY FOREIGN GOVERNMENT, WITHOUT HE CONSENT OF THE UNITED STATES THROUGH A JOINT RESOLUTION OF CONGRESS",Banking and Finance,Judiciary,Foreign Policy Resolutions,,Foreign and Defense Policy,1.174688704178334,0.8098882965482457,-0.921,-0.272,0.301,-1.482,0.0,0.822,-32.712353
2017-01-22 01:59:02,RS0690028,69,Senate,28,1926-01-27,,17,74,"TO AGREE TO RESERVATION TO S. RES. 5, PROVIDING THAT THE SIGNATURE OF THE UNITED STATES TO THE PROTOCOL OF SIGNATURE OF THE PERMANENT COURT OF INTERNATIONAL JUSTICE SHALL NOT BECOME EFFECTIVE UNTIL ARTICLE 1 AND PARAGRAPH 1 OF ARTICLE 36 OF THE STATURE O THE PERMANENT COURT OF IN- TERNATIONAL JUSTICE SHALL HAVE BEEN SO AMENDED AS TO PROVIDE THAT THE PERMANENT COURT OF INTERNATIONAL JUSTICE SHALL DISCHARGE NO DUTY OR FUNCTION OTHER THAN THAT OF RENDERING JUDICIAL DECISIONS IN CASES BROUGHT TO IT BY DIRECT...",Judiciary,,Foreign Policy Budget,,Foreign and Defense Policy,1.0779496344224713,0.7687136636686737,-0.92,-0.223,0.301,-1.615,0.118,0.835,-32.815229
2017-01-22 01:59:02,RS0690029,69,Senate,29,1926-01-27,,21,72,"TO AMEND S. RES. 5 BY STRIKING OUT ALL AFTER THE WORD ""RESOLUTION"" AND INSERTING CERTAIN WORDS.  (THIS VOTE WAS TAKEN IN OPEN EXECUTIVE SESSION.)",Judiciary,,Foreign Policy Budget,,Foreign and Defense Policy,-1.0010221017333645,1.0480551934936018,0.054,0.994,-0.054,-0.312,0.0,0.774,-39.702891
2017-01-22 01:59:02,RS0690030,69,Senate,30,1926-01-27,,16,74,"TO AMEND S. RES. 5 BY STRIKING OUT THE WORDS ""AND CONSENT TO"".  (THIS VOTE WAS TAKEN IN OPEN EXECUTIVE SESSION.)",Judiciary,,Foreign Policy Budget,,Foreign and Defense Policy,-1.6636212507209174,1.2743720854642708,0.644,0.203,-0.128,-0.445,0.187,0.856,-31.310383
2017-01-22 01:59:02,RS0690031,69,Senate,31,1926-01-27,,78,18,TO AGREE TO S. RES. 5 AS MODIFIED.,Judiciary,,Foreign Policy Budget,,Foreign and Defense Policy,-1.5765629698220214,1.143512834513279,0.712,0.021,0.178,0.653,0.222,0.854,-30.523653
2017-01-22 01:59:02,RS0690032,69,Senate,32,1926-02-02,,44,37,"TO AMEND H.R. 1, (44 STAT-9 FEB. 26, 1926), A BILL REDUCING AND EQUALIZING TAXATION AND PROVIDING REVENUE, BY STRIKING OUT ON P. 82, LINE 13, THE WORDS 12 1/2 PER CENTUM, AND IN- SERTING IN LIEU THEREOF, 13 1/2 PER CENTUM.  (P. 3139-2)",Tax rates,,Budget General Interest,,Government Management,-85.02014384055374,8.156094959417588,0.104,-0.686,-0.147,-0.01,0.703,0.864,-30.624281
2017-01-22 01:59:02,RS0690033,69,Senate,33,1926-02-02,,80,4,"TO AMEND H.R. 1, BY LEVYING EXCISE TAXES ON CORPORATIONS WITHIN CERTAIN LIMITS DEPENDING AN THE AVERAGE AMOUNT OF CAPITAL EMPLOYED IN THE TRANSACTION OF BUSINESS, OR (IN CASE OF FOREIGN CORPORATIONS) DEPENDING ON THE AVERAGE AMOUNT OF CAPITAL STOCK EMPLOED IN THE TRANSACTION OF BUSINESS IN THE U.S",Tax rates,,Budget General Interest,,Government Management,2.0269101435567825,1.623246039344661,-0.901,-0.203,-0.348,0.993,0.0,0.952,-12.69553
2017-01-22 01:59:02,RS0690034,69,Senate,34,1926-02-03,,15,73,"TO AMEND H.R. 1, BY LOWERING THE TAXES ON INCOMES, BY REDUCING THE SURTAX WITHIN BRACKETS BETWEEN $60,000 TO $500,000.  (P. 3218-1)",Tax rates,,Budget General Interest,,Government Management,0.5371071164965407,0.5493245033214359,0.126,0.617,0.151,-1.626,0.8,0.966,-11.189286
2017-01-22 01:59:02,RS0690035,69,Senate,35,1926-02-03,,29,55,"TO AMEND H.R. 1, BY REGULATING THE TAX ON INCOMES OVER $100,000 BY ADDING 1% FOR EVERY ADDITIONAL $50,000 UP TO $1,000,000, INSTEAD OF A FLAT RATE FIXED BY THE COMMITTEE ON FINANCE BILL ON ALL INCOMES OF $100,000 OR MORE. (P. 3219-1,2)",Tax rates,,Budget General Interest,,Government Management,0.8163847138501394,0.24303934759234763,0.376,0.55,0.142,-1.006,0.483,0.821,-26.07373
2017-01-22 01:59:02,RS0690036,69,Senate,36,1926-02-03,,27,55,"TO AMEND H.R. 1, BY ADDING FIVE NEW BRACKETS OF SURTAXES FROM $100,000 TO $500,000 AND INCREASING THE RATE OF THE TAX FROM A FLAT 20% FIXED BY THE COMMITTEE ON FINANCE TO A RATE WHICH INCREASES 1% UP TO 25%.  (P. 3221-1)",Tax rates,,Budget General Interest,,Government Management,0.8117450181697458,0.2697459605847518,0.243,0.467,0.144,-1.026,0.519,0.841,-23.518965
2017-01-22 01:59:02,RS0690037,69,Senate,37,1926-02-04,,54,13,TO RECESS UNTIL 11 AM TOMORROW.  (P. 3297-2),,,Internal Organization,,Miscellaneous Policy,0.5674557155318695,0.668612979494061,0.406,0.899,-0.052,0.53,0.385,0.881,-22.425335
2017-01-22 01:59:02,RS0690038,69,Senate,38,1926-02-05,,30,48,"TO PROCEED TO CONSIDERATION OF S. RES. 43, REQUESTING THE PRESIDENT TO TAKE STEPS FOR THE IMMEDIATE RESUMPTION OF THE PRODUCTIONS OF ANTHRACITE COAL MINING, MADE DURING CONSI- DERATION OF H.R. 1.  (P. 3343-2)",Union Regulation/Davis-Bacon/Situs Picketing,,Budget Special Interest,Regulation Special Interest,Social Welfare,2.490385966037829,0.08673992944525155,0.337,0.926,0.183,-0.425,0.533,0.821,-24.76955
2017-01-22 01:59:02,RS0690039,69,Senate,39,1926-02-06,,40,42,"TO TABLE S. RES. 134, REQUESTING THE PRESIDENT TO INVITE TO THE WHITE HOUSE THE ANTHRACITE COAL OPERATORS AND MINERS COMMITTEE FOR A SETTLEMENT OF THE ANTHRACITE OF THE COAL STRIKE.  (P. 3428-1)",Union Regulation/Davis-Bacon/Situs Picketing,,Budget Special Interest,Regulation Special Interest,Social Welfare,4.981322571759864,-0.8725835458103605,0.29,0.572,-0.298,0.346,0.875,0.939,-13.833587
2017-01-22 01:59:02,RS0690040,69,Senate,40,1926-02-06,,38,44,"TO CONSIDER S. RES. 134, REQUESTING THE PRESIDENT TO INVITE TO THE WHITE HOUSE THE COMMITTEE OF OPERATORS AND MINERS WITH A VIEW TO THE SETTLEMENT OF THE ANTHRACITE COAL STRIKE.  (P. 3428-1)",Union Regulation/Davis-Bacon/Situs Picketing,,Budget Special Interest,Regulation Special Interest,Social Welfare,4.126976030675662,-0.47442580249107635,0.342,0.937,0.279,-0.391,0.789,0.902,-18.648923
2017-01-22 01:59:02,RS0690041,69,Senate,41,1926-02-06,,53,14,"TO RECONSIDER THE VOTE AGREEING TO THE AMENDMENT OF THE COMMITTEE ON FINANCE, TO H.R. 1.  (P.3432-2)",Tax rates,,Budget General Interest,,Government Management,1.0973506174755632,-0.7627701802563026,0.049,-0.709,0.085,-0.448,0.429,0.881,-22.907407
2017-01-22 01:59:02,RS0690042,69,Senate,42,1926-02-06,,49,9,"TO AMEND H.R. 1, BY PROTECTING THE INTEREST OF SMALL TOBACCO GROWERS AND COOPERATIVE ASSOCIATIONS.  (P. 3437-1)",Tax rates,,Budget General Interest,,Government Management,-1.0315587367673147,1.3145389776142067,0.936,0.349,0.089,0.499,0.0,0.845,-24.065918
2017-01-22 01:59:02,RS0690043,69,Senate,43,1926-02-08,,35,54,"TO AMEND H.R. 1, BY PROVIDING THAT INCOME TAX RETURNS BE OPEN TO EXAMINATION OR INSPECTION AS OTHER PUBLIC RECORDS UNDER THE SAME RULES AND REGULATIONS AS MAY GOVERN THE EXAMINATION OF PUBLIC DOCUMENTS GENERALLY.  (P. 3525-2)",Tax rates,,Budget Special Interest,,Government Management,0.7777569168588488,0.17667010871828992,0.165,0.305,0.165,-1.227,0.629,0.854,-23.40454
2017-01-22 01:59:02,RS0690044,69,Senate,44,1926-02-09,,58,21,"TO PASS S. RES. 134, REQUESTING THE PRESIDENT TO INVITE TO THE WHITE HOUSE, THE COMMITTEE OF OPERATORS AND MINERS IN ORDER THAT HE MIGHT URGE UPON THEM THE IMPORTANCE OF AN IMMEDIATE SETTLEMENT OF THE ANTHRACITE COAL STRIKE. (P. 3588-2)",Union Regulation/Davis-Bacon/Situs Picketing,,Budget Special Interest,Regulation Special Interest,Social Welfare,-136.88050368887335,63.17162917843737,0.455,0.891,0.142,0.006,0.095,0.759,-36.561467
2017-01-22 01:59:02,RS0690045,69,Senate,45,1926-02-10,,57,32,"TO AMEND H.R. 1, BY ELIMINATING THE PROVISIONS RELATING TO EXISTING ESTATE AND INHERITANCE TAXES.  (P. 3695-2)",Tax rates,,Budget General Interest,,Government Management,0.583096131920979,0.24898094824941466,0.271,0.407,-0.074,0.734,0.469,0.809,-31.525148
2017-01-22 01:59:02,RS0690046,69,Senate,46,1926-02-10,,41,39,"TO AMEND H.R. 1, BY ELIMINATING THE TAX ON ADMISSION TO THEATERS.  (P. 3696-2)",Tax rates,,Budget General Interest,,Government Management,4.374460938652063,-0.8562822192154333,0.404,0.911,0.149,-0.197,0.615,0.813,-35.284624
